1	15	8	40	0.002322911
2	15	8	40.03333333	0.002322911
3	15	8	40.06666667	-0.011151348
4	15	8	40.1	-0.004034277
5	15	8	40.13333333	0.005637847
6	15	8	40.16666667	-0.018231915
7	15	8	40.2	-6.84E-07
8	15	8	40.23333333	-0.016926246
9	15	8	40.26666667	-0.008002815
10	15	8	40.3	0.012778573
11	15	8	40.33333333	-0.000661693
12	15	8	40.36666667	-0.012112929
13	15	8	40.4	-0.003735695
14	15	8	40.43333333	0.012203674
15	15	8	40.46666667	0.016867032
16	15	8	40.5	0.009633912
17	15	8	40.53333333	-0.004282608
18	15	8	40.56666667	0.005904389
19	15	8	40.6	0.009824017
20	15	8	40.63333333	0.007656316
21	15	8	40.66666667	0.012701389
22	15	8	40.7	0.005469984
23	15	8	40.73333333	-0.002585968
24	15	8	40.76666667	0.003940859
25	15	8	40.8	0.019479869
26	15	8	40.83333333	0.003060482
27	15	8	40.86666667	-0.007285355
28	15	8	40.9	-0.014178714
29	15	8	40.93333333	0.000378734
30	15	8	40.96666667	-0.011046293
31	15	8	41	-0.002288404
32	15	8	41.03333333	-0.004900473
33	15	8	41.06666667	-0.010636495
34	15	8	41.1	0.001311451
35	15	8	41.13333333	-0.008956456
36	15	8	41.16666667	0.002451152
37	15	8	41.2	-0.004106779
38	15	8	41.23333333	-0.000653052
39	15	8	41.26666667	0.007852097
40	15	8	41.3	-0.000631509
41	15	8	41.33333333	-0.006457499
42	15	8	41.36666667	0.011236277
43	15	8	41.4	-0.009541015
44	15	8	41.43333333	-0.013514202
45	15	8	41.46666667	0.008734117
46	15	8	41.5	0.000986035
47	15	8	41.53333333	-0.00107637
48	15	8	41.56666667	0.006836524
49	15	8	41.6	-0.000580198
50	15	8	41.63333333	-0.008182442
51	15	8	41.66666667	-0.011185134
52	15	8	41.7	0.015961619
53	15	8	41.73333333	-0.004692244
54	15	8	41.76666667	-0.010982541
55	15	8	41.8	-0.018310409
56	15	8	41.83333333	0.003307139
57	15	8	41.86666667	-0.006968638
58	15	8	41.9	-0.007321653
59	15	8	41.93333333	0.009286934
60	15	8	41.96666667	-0.005753998
61	15	8	42	0.004011543
62	15	8	42.03333333	0.018906671
63	15	8	42.06666667	5.28E-05
64	15	8	42.1	0.004699862
65	15	8	42.13333333	0.007518311
66	15	8	42.16666667	-0.010376831
67	15	8	42.2	-0.02089003
68	15	8	42.23333333	-0.017196366
69	15	8	42.26666667	0.000527972
70	15	8	42.3	0.012016967
71	15	8	42.33333333	-0.011342732
72	15	8	42.36666667	0.004966709
73	15	8	42.4	-0.010523663
74	15	8	42.43333333	0.011655614
75	15	8	42.46666667	0.000790923
76	15	8	42.5	0.009971489
77	15	8	42.53333333	0.014873746
78	15	8	42.56666667	-0.004438381
79	15	8	42.6	-0.010216947
80	15	8	42.63333333	0.016004852
81	15	8	42.66666667	-0.01594148
82	15	8	42.7	-0.001630927
